0.042774	0.042790	0.042786
0.058649	0.044041	0.045879
0.071828	0.045302	0.048851
0.083218	0.046557	0.051379
0.093373	0.047795	0.053783
0.102628	0.049216	0.056082
0.111114	0.050454	0.058070
0.118959	0.051767	0.060096
0.126312	0.053102	0.061784
0.133621	0.054205	0.063507
0.141053	0.054971	0.065051
0.148503	0.055401	0.066532
0.156107	0.055497	0.067951
0.163724	0.055252	0.069326
0.171344	0.054695	0.070485
0.178975	0.054010	0.071683
0.186548	0.053245	0.072733
0.194109	0.052403	0.073773
0.201568	0.051491	0.074633
0.209040	0.050504	0.075457
0.216477	0.049481	0.076212
0.223826	0.048245	0.076909
0.231174	0.047043	0.077547
0.238445	0.045650	0.078128
0.245692	0.044315	0.078653
0.252914	0.042787	0.079124
0.260076	0.041368	0.079543
0.267179	0.039739	0.079909
0.274267	0.038094	0.080223
0.281293	0.036426	0.080488
0.288285	0.034655	0.080705
0.295226	0.032905	0.080877
0.302119	0.031235	0.081004
0.308998	0.029588	0.081087
0.315801	0.027965	0.081127
0.322561	0.026376	0.081123
0.329278	0.024829	0.081078
0.335931	0.023334	0.080993
0.342560	0.021898	0.080869
0.349126	0.020533	0.080709
0.355657	0.019246	0.080512
0.362127	0.018049	0.080281
0.368556	0.016949	0.080015
0.374926	0.015958	0.079715
0.381264	0.015083	0.079380
0.387530	0.014339	0.079014
0.393763	0.013730	0.078618
0.399942	0.013262	0.078192
0.406084	0.012958	0.077737
0.412162	0.012824	0.077253
0.418182	0.012864	0.076742
0.424165	0.013091	0.076205
0.430098	0.013523	0.075643
0.435979	0.014162	0.075052
0.441809	0.015011	0.074439
0.447571	0.016092	0.073822
0.453303	0.017410	0.073127
0.458982	0.018976	0.072347
0.464610	0.020800	0.071651
0.470179	0.022891	0.070861
0.475701	0.025261	0.070050
0.481161	0.027918	0.069291
0.486584	0.030873	0.068391
0.491957	0.034123	0.067480
0.497273	0.037909	0.066550
0.502533	0.041827	0.065599
0.507756	0.045697	0.064631
0.512915	0.049858	0.063641
0.518034	0.053976	0.062648
0.523097	0.058218	0.061471
0.528106	0.062634	0.060455
0.533070	0.066957	0.059372
0.537989	0.071420	0.058106
0.542850	0.075822	0.056990
0.547659	0.080357	0.055766
0.552427	0.084932	0.054486
0.557146	0.089539	0.053193
0.561810	0.094179	0.051891
0.566425	0.098822	0.050576
0.570988	0.103543	0.049282
0.575516	0.108207	0.047759
0.579990	0.113023	0.046331
0.584411	0.117757	0.044925
0.588783	0.122515	0.043288
0.593124	0.127348	0.041895
0.597407	0.132210	0.040263
0.601642	0.137061	0.038643
0.605830	0.141934	0.037022
0.609981	0.146802	0.035431
0.614079	0.151708	0.033577
0.618142	0.156654	0.031989
0.622150	0.161600	0.030391
0.626122	0.166527	0.028802
0.630049	0.171472	0.027223
0.633935	0.176428	0.025659
0.637770	0.181413	0.024110
0.641564	0.186426	0.022578
0.645319	0.191420	0.021067
0.649041	0.196460	0.019578
0.652706	0.201443	0.018114
0.656349	0.206515	0.016678
0.659938	0.211540	0.015270
0.663496	0.216589	0.013898
0.667004	0.221620	0.012565
0.670489	0.226689	0.011132
0.673922	0.231757	0.009797
0.677331	0.236828	0.008579
0.680686	0.241887	0.007410
0.684016	0.246957	0.006288
0.687316	0.252047	0.005219
0.690572	0.257128	0.004206
0.693798	0.262211	0.003253
0.696993	0.267284	0.002361
0.700152	0.272379	0.001536
0.703283	0.277491	0.000779
0.706380	0.282594	0.000095
0.709445	0.287668	0.000000
0.712473	0.292768	0.000000
0.715488	0.297864	0.000000
0.718459	0.302956	0.000000
0.721408	0.308056	0.000000
0.724336	0.313159	0.000000
0.727233	0.318252	0.000000
0.730110	0.323345	0.000000
0.732959	0.328432	0.000000
0.735781	0.333523	0.000000
0.738592	0.338594	0.000000
0.741375	0.343669	0.000000
0.744151	0.348742	0.000000
0.746909	0.353795	0.000000
0.749642	0.358849	0.000373
0.752363	0.363907	0.001182
0.755066	0.368968	0.002126
0.757739	0.374020	0.003214
0.760392	0.379064	0.004458
0.763020	0.384114	0.005869
0.765633	0.389171	0.007457
0.768210	0.394216	0.009240
0.770776	0.399264	0.011328
0.773307	0.404324	0.013595
0.775821	0.409385	0.016011
0.778310	0.414441	0.018662
0.780772	0.419507	0.021562
0.783211	0.424565	0.024726
0.785629	0.429628	0.028167
0.788016	0.434696	0.031897
0.790382	0.439763	0.036135
0.792726	0.444836	0.040488
0.795042	0.449903	0.044989
