0.018408	0.876245	0.721422
0.024490	0.877417	0.720136
0.030667	0.878585	0.718844
0.036942	0.879752	0.717544
0.043211	0.880915	0.716238
0.049080	0.882075	0.714925
0.054601	0.883232	0.713605
0.059836	0.884386	0.712278
0.064832	0.885537	0.710944
0.069624	0.886685	0.709603
0.074241	0.887830	0.708254
0.078706	0.888971	0.706898
0.083037	0.890110	0.705535
0.087249	0.891245	0.704165
0.091357	0.892376	0.702787
0.095369	0.893504	0.701401
0.099298	0.894628	0.700008
0.103150	0.895749	0.698607
0.106932	0.896866	0.697199
0.110651	0.897980	0.695782
0.114314	0.899090	0.694358
0.117923	0.900196	0.692926
0.121485	0.901298	0.691486
0.125003	0.902396	0.690037
0.128480	0.903490	0.688581
0.131920	0.904579	0.687116
0.135326	0.905665	0.685643
0.138700	0.906747	0.684161
0.142046	0.907824	0.682671
0.145364	0.908896	0.681173
0.148659	0.909965	0.679665
0.151930	0.911028	0.678149
0.155181	0.912087	0.676625
0.158412	0.913141	0.675091
0.161626	0.914191	0.673548
0.164823	0.915235	0.671997
0.168006	0.916275	0.670436
0.171175	0.917309	0.668866
0.174331	0.918338	0.667287
0.177477	0.919362	0.665698
0.180612	0.920381	0.664100
0.183738	0.921394	0.662492
0.186855	0.922401	0.660875
0.189965	0.923403	0.659248
0.193069	0.924399	0.657612
0.196167	0.925389	0.655965
0.199260	0.926373	0.654308
0.202349	0.927351	0.652642
0.205434	0.928323	0.650965
0.208516	0.929288	0.649278
0.211596	0.930247	0.647580
0.214674	0.931199	0.645873
0.217751	0.932144	0.644154
0.220827	0.933083	0.642425
0.223904	0.934014	0.640686
0.226981	0.934938	0.638936
0.230059	0.935855	0.637174
0.233138	0.936765	0.635402
0.236219	0.937667	0.633619
0.239302	0.938561	0.631825
0.242388	0.939447	0.630020
0.245477	0.940326	0.628203
0.248570	0.941196	0.626375
0.251666	0.942057	0.624536
0.254766	0.942911	0.622685
0.257871	0.943755	0.620822
0.260980	0.944591	0.618948
0.264095	0.945417	0.617062
0.267215	0.946234	0.615164
0.270340	0.947042	0.613254
0.273472	0.947840	0.611333
0.276609	0.948629	0.609399
0.279753	0.949407	0.607453
0.282903	0.950176	0.605496
0.286060	0.950933	0.603526
0.289225	0.951681	0.601543
0.292396	0.952417	0.599549
0.295574	0.953143	0.597542
0.298760	0.953857	0.595522
0.301954	0.954559	0.593491
0.305155	0.955250	0.591446
0.308365	0.955930	0.589390
0.311582	0.956597	0.587320
0.314807	0.957251	0.585239
0.318040	0.957893	0.583144
0.321282	0.958522	0.581038
0.324532	0.959138	0.578918
0.327790	0.959741	0.576786
0.331056	0.960330	0.574642
0.334330	0.960906	0.572485
0.337613	0.961467	0.570316
0.340904	0.962014	0.568134
0.344203	0.962546	0.565940
0.347511	0.963064	0.563734
0.350826	0.963566	0.561516
0.354149	0.964053	0.559285
0.357480	0.964525	0.557043
0.360819	0.964980	0.554788
0.364165	0.965420	0.552522
0.367519	0.965843	0.550244
0.370880	0.966249	0.547954
0.374247	0.966639	0.545653
0.377622	0.967011	0.543341
0.381003	0.967366	0.541018
0.384390	0.967704	0.538683
0.387784	0.968023	0.536339
0.391183	0.968325	0.533983
0.394587	0.968608	0.531618
0.397996	0.968872	0.529242
0.401410	0.969118	0.526857
0.404828	0.969344	0.524462
0.408251	0.969552	0.522058
0.411676	0.969740	0.519645
