0.029430	0.030350	0.958209
0.040316	0.060520	0.959995
0.050099	0.083377	0.961740
0.058732	0.102489	0.963452
0.066472	0.119308	0.965118
0.073587	0.134601	0.966748
0.080009	0.148686	0.968337
0.086024	0.161990	0.969881
0.091762	0.174557	0.971387
0.097000	0.186565	0.972853
0.102045	0.198118	0.974271
0.106851	0.209296	0.975649
0.111361	0.220154	0.976988
0.115667	0.230689	0.978280
0.119773	0.240990	0.979535
0.123714	0.251090	0.980741
0.127528	0.260971	0.981907
0.131200	0.270702	0.983023
0.134727	0.280242	0.984100
0.138113	0.289674	0.985130
0.141379	0.298975	0.986114
0.144532	0.308147	0.987054
0.147589	0.317230	0.987943
0.150540	0.326201	0.988790
0.153392	0.335121	0.989591
0.156218	0.343911	0.990341
0.158910	0.352660	0.991045
0.161557	0.361325	0.991701
0.164114	0.369927	0.992309
0.166589	0.378476	0.992868
0.169031	0.386960	0.993376
0.171373	0.395409	0.993832
0.173687	0.403798	0.994237
0.175927	0.412140	0.994592
0.178191	0.420432	0.994896
0.180320	0.428695	0.995148
0.182439	0.436918	0.995346
0.184543	0.445099	0.995492
0.186587	0.453244	0.995583
0.188616	0.461361	0.995620
0.190583	0.469450	0.995601
0.192544	0.477492	0.995526
0.194504	0.485510	0.995395
0.196411	0.493505	0.995207
0.198275	0.501480	0.994961
0.200141	0.509416	0.994656
0.202014	0.517335	0.994292
0.203902	0.525218	0.993869
0.205741	0.533081	0.993384
0.207584	0.540920	0.992836
0.209423	0.548744	0.992224
0.211282	0.556529	0.991549
0.213116	0.564303	0.990810
0.214983	0.572050	0.990007
0.216884	0.579779	0.989137
0.218771	0.587472	0.988196
0.220701	0.595155	0.987195
0.222622	0.602814	0.986118
0.224554	0.610449	0.984974
0.226581	0.618061	0.983754
0.228611	0.625651	0.982467
0.230654	0.633220	0.981101
0.232757	0.640761	0.979664
0.234932	0.648278	0.978145
0.237130	0.655780	0.976554
0.239362	0.663253	0.974882
0.241672	0.670698	0.973135
0.244016	0.678115	0.971300
0.246454	0.685510	0.969383
0.248966	0.692879	0.967386
0.251543	0.700212	0.965295
0.254184	0.707521	0.963123
0.256906	0.714801	0.960860
0.259722	0.722050	0.958505
0.262614	0.729272	0.956057
0.265606	0.736456	0.953513
0.268701	0.743613	0.950872
0.271863	0.750732	0.948130
0.275177	0.757810	0.945292
0.278580	0.764854	0.942349
0.282098	0.771856	0.939297
0.285706	0.778816	0.936143
0.289476	0.785738	0.932869
0.293339	0.792611	0.929491
0.297356	0.799442	0.925997
0.301477	0.806219	0.922385
0.305775	0.812942	0.918646
0.310185	0.819615	0.914790
0.314721	0.826237	0.910807
0.319436	0.832794	0.906691
0.324281	0.839294	0.902443
0.329309	0.845723	0.898055
0.334474	0.852092	0.893529
0.339800	0.858379	0.888864
0.345283	0.864598	0.884048
0.350952	0.870732	0.879076
0.356781	0.876783	0.873953
0.362776	0.882748	0.868676
0.368965	0.888623	0.863227
0.375316	0.894395	0.857608
0.381863	0.900060	0.851823
0.388598	0.905619	0.845856
0.395517	0.911056	0.839716
0.402612	0.916370	0.833381
0.409920	0.921557	0.826859
0.417409	0.926601	0.820135
0.425091	0.931501	0.813216
0.432965	0.936249	0.806094
0.441031	0.940824	0.798761
0.449308	0.945230	0.791212
0.457761	0.949445	0.783448
0.466416	0.953471	0.775460
0.475267	0.957282	0.767249
0.484282	0.960879	0.758815
0.493496	0.964237	0.750147
0.502881	0.967359	0.741249
0.512442	0.970215	0.732132
0.522157	0.972807	0.722772
0.532037	0.975105	0.713196
0.542044	0.977113	0.703398
